ds,yhat,yhat_lower,yhat_upper,Type
2025-04-21,5081.913363464335,-76.4813523457632,10277.831237074608,Future
2025-04-22,4881.4245821956965,-463.2272630036971,10551.261371917843,Future
2025-04-23,5089.213065617638,369.02724287870893,10031.876576685168,Future
2025-04-24,4697.491378852508,-690.1289573311798,9944.542283241746,Future
2025-04-25,4944.54886808696,-189.71560519877283,10262.644832359267,Future
2025-04-26,5104.259582282469,-28.080259594663637,10092.541094088207,Future
2025-04-27,4596.1071043014335,-658.3801383853166,9675.303426367396,Future
2025-04-28,5594.039038243368,270.031961509278,10590.85915512105,Future
2025-04-29,5467.895425046516,-97.9588900634878,10866.945593717826,Future
2025-04-30,5738.930572728145,386.8765688183642,11003.36555834381,Future
2025-05-01,5397.498900778403,-12.782525019749698,10626.296309527135,Future
2025-05-02,5680.3402960581525,239.35191274466376,10990.484638366815,Future
2025-05-03,5860.129870712908,634.674265577592,10814.443622580664,Future
2025-05-04,5355.535599767413,73.8163256586836,10739.786345881243,Future
2025-05-05,6340.095733866444,1233.7344617850677,11614.178772289031,Future
2025-05-06,6183.659669087309,1062.7155946389703,11375.47405945782,Future
